NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,SOLE,SHARED,NONE
SELECT MEDICAL HOLDINGS CORP,Common Stock,81619Q105,"16,295","477,864",SH,,SOLE,,"285,350",0,"192,514"
SELECT SECTOR SPDR TR SBI CONS DISCR,ETF,81369Y407,"2,620","15,590",SH,,SOLE,,"11,828",0,"3,761"
SELECTIVE INSURANCE GROUP INC,Common Stock,816300107,"14,374","198,153",SH,,SOLE,,"174,611",0,"23,542"
SELECTQUOTE INC,Common Stock,816307300,"1,561","52,905",SH,,SOLE,,"14,558",0,"38,347"
SEMPRA ENERGY,Common Stock,816851109,"102,062","769,814",SH,,SOLE,,"681,785",0,"88,030"
SEMTECH CORP,Common Stock,816850101,"10,971","158,995",SH,,SOLE,,"63,114",0,"95,881"
Sendas Distribuidora SA,ADR,81689T104,424,"32,638",SH,,SOLE,,"30,983",0,"1,655"
SENECA FOODS CORP,Common Stock,817070501,528,"11,223",SH,,SOLE,,"8,880",0,"2,343"
SENSATA TECHNOLOGIES HOLDING N,Common Stock,G8060N102,"10,675","184,215",SH,,SOLE,,"161,488",0,"22,727"
SENSIENT TECHNOLOGIES CORP,Common Stock,81725T100,"15,390","197,309",SH,,SOLE,,"172,065",0,"25,244"
SERES THERAPEUTICS INC COM,Common Stock,81750R102,705,"34,231",SH,,SOLE,,"33,489",0,742
SERITAGE GROWTH PPTYS CL A,REIT,81752R100,865,"47,145",SH,,SOLE,,"42,652",0,"4,493"
SERVICE CORP INTERNATIONAL/US,Common Stock,817565104,"28,729","562,771",SH,,SOLE,,"529,538",0,"33,232"
SERVICE PROPERTIES TRUST,REIT,81761L102,"18,268","1,540,285",SH,,SOLE,,"826,234",0,"714,050"
SERVICENOW INC COM,Common Stock,81762P102,"297,541","594,951",SH,,SOLE,,"467,432",0,"127,518"
SERVISFIRST BANCSHARES COM,Common Stock,81768T108,"9,149","149,172",SH,,SOLE,,"91,248",0,"57,924"
SEVEN & I HOLDINGS - UNSPONS ADR,ADR,81783H105,"52,094","2,572,547",SH,,SOLE,,"2,361,730",0,"210,818"
SEVERN TRENT PLC SPONSORED ADR,ADR,81814P209,307,"9,758",SH,,SOLE,,"6,005",0,"3,753"
SFL CORP LTD,Common Stock,G7738W106,"1,370","170,826",SH,,SOLE,,"137,598",0,"33,227"
SGS SOC GEN SURVEILLANCE - ADR,ADR,818800104,"26,461","932,727",SH,,SOLE,,"779,528",0,"153,199"
SHAKE SHACK INC.,Common Stock,819047101,"8,191","72,634",SH,,SOLE,,"53,069",0,"19,565"
SHARP CORP ADR,ADR,819882309,"12,293","2,865,603",SH,,SOLE,,"2,530,781",0,"334,822"
Shattuck Labs Inc,Common Stock,82024L103,218,"7,469",SH,,SOLE,,"7,446",0,23
SHAW COMMUNICATIONS INC,Common Stock,82028K200,"14,171","540,467",SH,,SOLE,,"514,022",0,"26,445"
SHENANDOAH TELECOMMUNICATIONS,Common Stock,82312B106,"5,044","103,345",SH,,SOLE,,"76,919",0,"26,426"
SHENZHOU INTERNATI-UNSP ADR,ADR,82322R109,999,"47,684",SH,,SOLE,,"42,289",0,"5,395"
SHERWIN-WILLIAMS CO/THE,Common Stock,824348106,"288,103","390,378",SH,,SOLE,,"232,309",0,"158,069"
SHIFT TECHNOLOGIES INC,Common Stock,82452T107,403,"48,427",SH,,SOLE,,0,0,"48,427"
SHIFT4 PAYMENTS INC-CLASS A,Common Stock,82452J109,670,"8,168",SH,,SOLE,,"8,168",0,0
SHIMANO INC ADR,ADR,82455C101,"32,221","1,348,726",SH,,SOLE,,"1,219,471",0,"129,255"
SHIMIZU CORP - ADR,ADR,82454Y104,316,"9,104",SH,,SOLE,,"4,789",0,"4,315"
SHIN - ETSU CHEM - UNSPON ADR,ADR,824551105,"69,281","1,633,591",SH,,SOLE,,"1,438,144",0,"195,447"
SHINHAN FINANCIAL GROUP CO L SPN ADR RESTR,ADR,824596100,"28,450","848,226",SH,,SOLE,,"803,906",0,"44,321"
SHINSEI BANK LTD TOKYO SPONSORED ADR,ADR,824631105,932,"271,595",SH,,SOLE,,"222,267",0,"49,328"
SHIONOGI & CO LTD-UNSPON ADR,ADR,824667109,"16,014","1,184,218",SH,,SOLE,,"1,035,524",0,"148,694"
SHISEIDO SPONSORED ADR,ADR,824841407,"40,563","599,329",SH,,SOLE,,"551,650",0,"47,679"
SHIZUOKA BANK-UNSPONS ADR,ADR,824882203,485,"6,028",SH,,SOLE,,"1,854",0,"4,174"
SHOCKWAVE MEDICAL INC,Common Stock,82489T104,"4,291","32,939",SH,,SOLE,,"19,743",0,"13,196"
SHOE CARNIVAL INC,Common Stock,824889109,"2,914","47,085",SH,,SOLE,,"19,078",0,"28,007"
SHOPIFY INC CL A,Common Stock,82509L107,"69,511","62,821",SH,,SOLE,,"51,878",0,"10,943"
SHOPRITE HLDGS LTD SPONSORED ADR,ADR,8.25E+213,"1,170","109,129",SH,,SOLE,,"101,279",0,"7,850"
SHORE BANCSHARES INC,Common Stock,825107105,949,"55,757",SH,,SOLE,,"48,498",0,"7,259"
SHUTTERSTOCK INC COM,Common Stock,825690100,"11,258","126,435",SH,,SOLE,,"39,769",0,"86,666"
SHYFT GROUP INC/THE,Common Stock,825698103,"3,252","87,422",SH,,SOLE,,"16,931",0,"70,491"
SIBANYE-STILLWATER LTD-ADR,ADR,82575P107,744,"41,636",SH,,SOLE,,"33,352",0,"8,284"
SIEMENS A G SPONSORED ADR,ADR,826197501,"150,892","1,833,528",SH,,SOLE,,"995,112",0,"838,416"
SIEMENS HEALTHINEE-UNSP ADR,ADR,82622J104,"22,867","843,483",SH,,SOLE,,"757,990",0,"85,493"
SIENTRA INC COM,Common Stock,82621J105,190,"26,083",SH,,SOLE,,"25,737",0,346
SIERRA BANCORP,Common Stock,82620P102,"1,498","55,880",SH,,SOLE,,"34,443",0,"21,438"
SIGA TECHNOLOGIES INC,Common Stock,826917106,335,"51,520",SH,,SOLE,,"36,630",0,"14,890"
SIGNATURE BANK/NEW YORK NY,Common Stock,82669G104,"20,762","91,828",SH,,SOLE,,"57,574",0,"34,253"
SIGNET JEWELERS LTD,Common Stock,G81276100,"25,050","432,051",SH,,SOLE,,"418,828",0,"13,223"
SIKA AG-BR-ADR,ADR,82674R103,"36,045","1,261,202",SH,,SOLE,,"1,164,396",0,"96,806"
SILGAN HOLDINGS INC,Common Stock,827048109,"28,966","689,170",SH,,SOLE,,"181,922",0,"507,248"
SILICON LABORATORIES INC,Common Stock,826919102,"8,376","59,376",SH,,SOLE,,"50,604",0,"8,772"
SILICON MOTION TECHNOLOGY CO SPONSORED ADR,ADR,82706C108,"26,801","451,264",SH,,SOLE,,"19,100",0,"432,164"
SILK ROAD MEDICAL INC,Common Stock,82710M100,628,"12,398",SH,,SOLE,,"11,840",0,558
SILVERBOW RESOURCES INC,Common Stock,82836G102,411,"52,781",SH,,SOLE,,"52,781",0,0
SIMMONS FIRST NATIONAL CORP,Common Stock,828730200,"9,951","335,392",SH,,SOLE,,"275,767",0,"59,625"
SIMON PROPERTY GROUP INC REIT,REIT,828806109,"151,032","1,327,523",SH,,SOLE,,"1,147,631",0,"179,892"
SIMPLY GOOD FOODS CO/THE,Common Stock,82900L102,"3,450","113,423",SH,,SOLE,,"98,004",0,"15,419"
SIMPSON MANUFACTURING CO INC,Common Stock,829073105,"9,421","90,818",SH,,SOLE,,"72,835",0,"17,983"
SIMULATIONS PLUS INC,Common Stock,829214105,"1,734","27,420",SH,,SOLE,,"21,505",0,"5,915"
SINCLAIR BROADCAST GROUP INC,Common Stock,829226109,"5,490","187,612",SH,,SOLE,,"183,614",0,"3,998"
SINGAPORE AIRLINES LTD.,ADR,82930C106,"17,104","2,070,756",SH,,SOLE,,"1,942,060",0,"128,696"
SINGAPORE EXCHANGE LTD ADR,ADR,82929W105,"20,942","190,794",SH,,SOLE,,"173,039",0,"17,755"
Singapore Technologies Enginee,ADR,82929Y101,305,"10,811",SH,,SOLE,,"5,874",0,"4,937"
SINGAPORE TELECOMMUNICATNS L SPON ADR NEW,ADR,82929R304,"21,044","1,159,468",SH,,SOLE,,"1,080,993",0,"78,475"
SINO BIOPHARMACEUTICAL,Common Stock,G8167W138,10,"10,399",SH,,SOLE,,"6,750",0,"3,649"
SINO LD LTD SPONSORED ADR,ADR,829344308,235,"32,706",SH,,SOLE,,"22,796",0,"9,910"
SINOPEC SHANGHAI PETROCHEMIC SPON ADR H,ADR,82935M109,"1,381","58,416",SH,,SOLE,,"53,146",0,"5,270"
SINOPHARM GROUP CO-UNSP ADR,ADR,82937K101,"2,672","219,174",SH,,SOLE,,"207,363",0,"11,811"
SIRIUS XM HOLDINGS INC,Common Stock,82968B103,"12,932","2,123,532",SH,,SOLE,,"2,028,432",0,"95,101"
SiriusPoint Ltd,Common Stock,G8192H106,"2,714","266,835",SH,,SOLE,,"235,338",0,"31,497"
SITE CENTERS CORP,REIT,82981J109,"8,380","617,968",SH,,SOLE,,"543,624",0,"74,344"
SITEONE LANDSCAPE SUPPLY INC,Common Stock,82982L103,"11,310","66,243",SH,,SOLE,,"36,850",0,"29,393"
SiTime Corp,Common Stock,82982T106,844,"8,560",SH,,SOLE,,"8,025",0,535
SIX FLAGS ENTERTAINMENT CORP,Common Stock,83001A102,"13,310","286,418",SH,,SOLE,,"274,100",0,"12,319"
SJW GROUP,Common Stock,784305104,"2,678","42,520",SH,,SOLE,,"39,881",0,"2,639"
SK TELECOM LTD SPONSORED ADR,ADR,78440P108,"31,182","1,145,151",SH,,SOLE,,"1,087,800",0,"57,351"
SKECHERS U.S.A. INC,Common Stock,830566105,"15,789","378,544",SH,,SOLE,,"223,667",0,"154,877"
SKF AB SPONSORED ADR,ADR,784375404,"19,111","670,571",SH,,SOLE,,"592,214",0,"78,357"
SKYLINE CHAMPION CORP,Common Stock,830830105,"2,218","49,004",SH,,SOLE,,"18,441",0,"30,563"
SKYWEST INC,Common Stock,830879102,"14,559","267,235",SH,,SOLE,,"246,696",0,"20,539"
SKYWORKS SOLUTIONS INC,Common Stock,83088M102,"101,517","553,285",SH,,SOLE,,"463,446",0,"89,839"
SL GREEN RLTY CORP COM REIT,REIT,78440X804,"24,348","347,878",SH,,SOLE,,"286,125",0,"61,753"
SLACK TECHNOLOGIES INC- CL A,Common Stock,83088V102,"14,336","352,838",SH,,SOLE,,"337,243",0,"15,595"
SLEEP NUMBER CORP,Common Stock,83125X103,"10,961","76,389",SH,,SOLE,,"57,448",0,"18,941"
SLM CORP COM,Common Stock,78442P106,"33,381","1,857,617",SH,,SOLE,,"730,382",0,"1,127,235"
SM ENERGY CO,Common Stock,78454L100,"33,626","2,054,137",SH,,SOLE,,"2,030,004",0,"24,133"
SMART GLOBAL HOLDINGS INC,Common Stock,G8232Y101,"1,717","37,313",SH,,SOLE,,"33,541",0,"3,772"
SMARTSHEET INC-CLASS A,Common Stock,83200N103,"4,995","78,141",SH,,SOLE,,"72,997",0,"5,144"
SMC CORP JAPAN SPONSORED ADR,ADR,78445W306,"49,073","1,653,976",SH,,SOLE,,"1,483,252",0,"170,724"
SMITH & NEPHEW PLC SPDN ADR NEW,ADR,83175M205,"40,197","1,060,599",SH,,SOLE,,"922,569",0,"138,030"
SMITH & WESSON BRANDS INC,Common Stock,831754106,580,"33,215",SH,,SOLE,,"24,876",0,"8,339"
SMITH MICRO SOFTWARE,Common Stock,832154207,80,"14,451",SH,,SOLE,,"14,451",0,0
SMITHS GROUP PLC SPON ADR,ADR,83238P203,"13,647","641,877",SH,,SOLE,,"543,264",0,"98,613"
SMURFIT KAPPA GROUP PLC-ADR,ADR,83272W106,"20,752","434,876",SH,,SOLE,,"314,600",0,"120,276"
SNAM RETE GAS SPA ADR,ADR,78460A106,581,"51,255",SH,,SOLE,,"40,221",0,"11,034"
SNAP INC CL A,Common Stock,83304A106,"34,578","661,281",SH,,SOLE,,"284,215",0,"377,066"
SNAP-ON INC,Common Stock,833034101,"49,329","213,788",SH,,SOLE,,"169,440",0,"44,348"
SNOWFLAKE INC,Common Stock,833445109,"9,443","41,187",SH,,SOLE,,"37,401",0,"3,786"
SOCIEDAD QUIMICA MINERA DE C SPON ADR SER,ADR,833635105,"10,346","194,942",SH,,SOLE,,"185,327",0,"9,615"
SOCIEDAD QUIMICA Y MINERA DE RIGHTS,Right,833636111,112,"36,280",SH,,SOLE,,"34,498",0,"1,782"
SOCIETE GENERALE FRANCE SPONSORED ADR,ADR,83364L109,"23,194","4,417,819",SH,,SOLE,,"3,888,381",0,"529,438"
SODEXO - SPONSORED ADR,ADR,833792104,"22,671","1,169,789",SH,,SOLE,,"1,045,086",0,"124,703"
Softbank Corp,ADR,83405K102,"21,748","1,657,647",SH,,SOLE,,"1,437,472",0,"220,175"
SOFTBANK CORP ADR,ADR,83404D109,"132,353","3,109,795",SH,,SOLE,,"2,750,307",0,"359,488"
SOLAREDGE TECHNOLOGIES INC,Common Stock,83417M104,"15,169","52,771",SH,,SOLE,,"48,733",0,"4,038"
SOLARIS OILFIELD INFRAST-A,Common Stock,83418M103,"1,544","125,854",SH,,SOLE,,"117,285",0,"8,569"
SOLARWINDS CORP,Common Stock,83417Q105,"1,796","102,968",SH,,SOLE,,"92,992",0,"9,976"
SOLID BIOSCIENCES INC,Common Stock,8.34E+109,388,"70,077",SH,,SOLE,,"67,840",0,"2,237"
SOLVAY SA - UNSPONSORED ADR,ADR,834437303,138,"10,925",SH,,SOLE,,"3,578",0,"7,347"
SONIC AUTOMOTIVE INC,Common Stock,83545G102,"5,702","115,023",SH,,SOLE,,"85,240",0,"29,783"
SONIC HEALTHCARE LTD ADR,ADR,83546A203,"41,161","1,531,297",SH,,SOLE,,"1,363,888",0,"167,409"
SONOCO PRODUCTS CO,Common Stock,835495102,"22,142","349,791",SH,,SOLE,,"324,347",0,"25,444"
SONOS INC,Common Stock,83570H108,"4,534","121,010",SH,,SOLE,,"33,535",0,"87,475"
SONOVA HOLDING-UNSPON ADR,ADR,83569C102,"36,205","683,312",SH,,SOLE,,"530,548",0,"152,764"
SONY CORP ADR NEW,ADR,835699307,"150,021","1,415,157",SH,,SOLE,,"1,232,763",0,"182,394"
SORRENTO THERAPEUTICS COM NEW,Common Stock,83587F202,"1,099","132,888",SH,,SOLE,,"116,303",0,"16,585"
SOUTH JERSEY INDUSTRIES INC,Common Stock,838518108,"12,459","551,770",SH,,SOLE,,"529,807",0,"21,963"
SOUTH STATE CORP,Common Stock,840441109,"5,194","66,157",SH,,SOLE,,"64,372",0,"1,785"
SOUTH32 - ADR-W/I,ADR,84473L105,"38,931","3,611,409",SH,,SOLE,,"3,231,409",0,"380,000"
SOUTHERN CO/THE,Common Stock,842587107,"225,877","3,633,795",SH,,SOLE,,"2,781,510",0,"852,285"
SOUTHERN COPPER CORP,Common Stock,84265V105,"46,480","684,835",SH,,SOLE,,"636,989",0,"47,846"
SOUTHERN FIRST BANCSHS COM,Common Stock,842873101,725,"15,460",SH,,SOLE,,"14,814",0,646
SOUTHSIDE BANCSHARES INC,Common Stock,84470P109,"2,137","55,504",SH,,SOLE,,"52,141",0,"3,363"
SOUTHWEST AIRLINES CO,Common Stock,844741108,"95,781","1,568,643",SH,,SOLE,,"1,222,342",0,"346,300"
SOUTHWEST GAS HOLDINGS INC,Common Stock,844895102,"8,745","127,269",SH,,SOLE,,"103,698",0,"23,571"
SOUTHWESTERN ENERGY CO,Common Stock,845467109,"18,144","3,901,976",SH,,SOLE,,"3,627,028",0,"274,948"
SP PLUS CORP,Common Stock,78469C103,"1,133","34,558",SH,,SOLE,,"8,828",0,"25,730"
SPARK ENERGY INC CL A COM,Common Stock,846511103,272,"25,455",SH,,SOLE,,"20,534",0,"4,921"
SPARK NEW ZEALAND LTD,ADR,84652A102,"24,797","1,577,926",SH,,SOLE,,"1,453,563",0,"124,363"
SPARTANNASH CO,Common Stock,847215100,"4,547","231,616",SH,,SOLE,,"173,171",0,"58,445"
SPDR DOW JONES INDUSTRIAL AVERAGE ETF,ETF,78467X109,"3,041","9,210",SH,,SOLE,,"5,574",0,"3,636"
SPDR GOLD TRUST,ETF,78463V107,730,"4,564",SH,,SOLE,,"1,598",0,"2,966"
SPDR PORT LNG TRM TRSRY,ETF,78464A664,207,"5,309",SH,,SOLE,,"5,309",0,0
SPDR PORTFOLIO AGGREGATE BOND ETF,ETF,78464A649,540,"18,201",SH,,SOLE,,"18,201",0,0
SPDR PORTFOLIO DEVELOPED WORLD ETF,ETF,78463X889,"3,630","102,644",SH,,SOLE,,"102,644",0,0
SPDR PORTFOLIO EMERGING MARKETS ETF,ETF,78463X509,"19,106","436,406",SH,,SOLE,,"436,406",0,0
SPDR PORTFOLIO LARGE CAP ETF,ETF,78464A854,289,"6,207",SH,,SOLE,,"6,207",0,0
SPDR PORTFOLIO MSCI GLOBAL S,ETF,78463X475,"7,046","134,587",SH,,SOLE,,"134,587",0,0
SPDR PORTFOLIO S&P 400 MID C,ETF,78464A847,210,"4,585",SH,,SOLE,,"4,585",0,0
SPDR PORTFOLIO S&P 500 GROWT,ETF,78464A409,"111,928","1,984,535",SH,,SOLE,,"1,984,535",0,0
SPDR PORTFOLIO SMALL CAP ETF,ETF,78468R853,226,"5,353",SH,,SOLE,,"5,353",0,0
SPDR POTFOLIO S&P 1500 COMPOS,ETF,78464A805,"2,510","51,023",SH,,SOLE,,"51,023",0,0
SPDR S&P BIOTECH,ETF,78464A870,217,"1,599",SH,,SOLE,,"1,390",0,209
SPDR S&P MIDCAP 400 ETF TRUST,ETF,78467Y107,"9,650","20,270",SH,,SOLE,,"1,682",0,"18,588"
SPDR TR UNIT SER 1,ETF,78462F103,"119,058","300,402",SH,,SOLE,,"188,671",0,"111,731"
SPECTRUM BRANDS HOLDINGS INC (NEW),Common Stock,84790A105,"9,541","112,247",SH,,SOLE,,"20,415",0,"91,832"
SPECTRUM PHARMACEUTICALS INC,Common Stock,84763A108,"2,278","698,720",SH,,SOLE,,"677,004",0,"21,716"
SPERO THERAPEUTICS INC,Common Stock,84833T103,463,"31,437",SH,,SOLE,,"13,564",0,"17,873"
SPIRE INC,Common Stock,84857L101,"23,758","321,535",SH,,SOLE,,"289,402",0,"32,133"
SPIRIT AEROSYSTEMS HOLDINGS IN,Common Stock,848574109,"54,349","1,117,148",SH,,SOLE,,"428,333",0,"688,815"
SPIRIT AIRLS INC COM,Common Stock,848577102,"3,519","95,361",SH,,SOLE,,"90,342",0,"5,019"
SPIRIT RLTY CAP INC COM,REIT,84860W300,"9,003","211,846",SH,,SOLE,,"188,549",0,"23,297"
SPLUNK INC COM,Common Stock,848637104,"24,352","179,746",SH,,SOLE,,"164,772",0,"14,974"
SPOK HOLDINGS INC,Common Stock,84863T106,"1,382","131,774",SH,,SOLE,,"126,624",0,"5,150"
SPORTSMANS WHSE HLDGS COM,Common Stock,84920Y106,603,"35,005",SH,,SOLE,,"29,069",0,"5,936"
SPOTIFY TECHNOLOGY SA,Common Stock,L8681T102,"38,060","142,043",SH,,SOLE,,"125,298",0,"16,745"
SPRINGWORKS THERAPEUTICS INC,Common Stock,85205L107,"2,041","27,749",SH,,SOLE,,"14,387",0,"13,362"
Sprout Social Inc,Common Stock,85209W109,"2,299","39,804",SH,,SOLE,,"22,566",0,"17,238"
SPROUTS FARMERS MARKET INC,Common Stock,85208M102,"15,359","576,973",SH,,SOLE,,"324,113",0,"252,860"
SPS COMM INC COM,Common Stock,78463M107,"13,960","140,570",SH,,SOLE,,"102,003",0,"38,567"
SPX CORP,Common Stock,784635104,"14,594","250,458",SH,,SOLE,,"89,897",0,"160,561"
SPX FLOW INC,Common Stock,78469X107,"8,784","138,702",SH,,SOLE,,"104,749",0,"33,953"
SQUARE INC - A,Common Stock,852234103,"91,804","404,336",SH,,SOLE,,"369,334",0,"35,002"
SS&C TECHNOLOGIES INC COM,Common Stock,78467J100,"14,046","201,029",SH,,SOLE,,"187,278",0,"13,751"
SSSS - SuRo Capital Corp,Common Stock,86887Q109,"5,537","408,605",SH,,SOLE,,0,0,"408,605"
ST JOE CO/THE,Common Stock,790148100,"4,373","101,934",SH,,SOLE,,"96,748",0,"5,186"
STAAR SURGICAL CO COM PAR $0.01,Common Stock,852312305,"5,357","50,818",SH,,SOLE,,"32,712",0,"18,106"
STAG INDL INC COM REIT,REIT,85254J102,"6,909","205,557",SH,,SOLE,,"184,947",0,"20,610"
STAMPS.COM INC,Common Stock,852857200,"16,998","85,200",SH,,SOLE,,"74,504",0,"10,696"
STANDARD BK GROUP LTD SPONSORED ADR,ADR,853118206,"3,452","404,653",SH,,SOLE,,"251,701",0,"152,952"
STANDARD CHARTERED- UNSP ADR,ADR,853254100,"11,546","816,577",SH,,SOLE,,"734,357",0,"82,220"
STANDARD LIFE ABE - UNSPON ADR,ADR,853584100,184,"11,662",SH,,SOLE,,"2,353",0,"9,309"
STANDARD MOTOR PRODUCTS INC,Common Stock,853666105,999,"24,015",SH,,SOLE,,"21,766",0,"2,249"
STANDEX INTERNATIONAL CORP,Common Stock,854231107,"8,279","86,628",SH,,SOLE,,"42,851",0,"43,777"
STANLEY BLACK & DECKER INC,Common Stock,854502101,"144,028","721,328",SH,,SOLE,,"552,762",0,"168,565"
STAR BULK CARRIERS CORP,Common Stock,Y8162K204,"1,049","71,444",SH,,SOLE,,"71,444",0,0
STARBUCKS CORP,Common Stock,855244109,"482,822","4,418,610",SH,,SOLE,,"3,615,610",0,"803,001"
STARWOOD PROPERTY TRUST INC REIT,REIT,85571B105,"28,234","1,141,232",SH,,SOLE,,"456,603",0,"684,629"
STATE AUTO FINANCIAL CORP,Common Stock,855707105,878,"44,562",SH,,SOLE,,"42,015",0,"2,547"
STATE STREET CORP,Common Stock,857477103,"137,553","1,637,346",SH,,SOLE,,"1,067,699",0,"569,647"
STEEL DYNAMICS INC COM,Common Stock,858119100,"70,323","1,385,409",SH,,SOLE,,"735,468",0,"649,941"
STEELCASE INC,Common Stock,858155203,"2,742","190,524",SH,,SOLE,,"114,578",0,"75,946"
STELLANTIS NV,Common Stock,N82405106,"42,381","2,382,319",SH,,SOLE,,"2,257,821",0,"124,498"
STEPAN CO,Common Stock,858586100,"8,512","66,965",SH,,SOLE,,"48,263",0,"18,702"
STERICYCLE INC,Common Stock,858912108,"10,070","149,166",SH,,SOLE,,"136,699",0,"12,467"
STERIS PLC,Common Stock,G8473T100,"38,319","201,173",SH,,SOLE,,"164,287",0,"36,886"
STERLING BANCORP INC/MI,Common Stock,85917W102,354,"62,477",SH,,SOLE,,"56,739",0,"5,738"
STERLING BANCORP/DE,Common Stock,85917A100,"19,072","828,488",SH,,SOLE,,"608,402",0,"220,086"
STERLING CONSTRUCTION CO INC,Common Stock,859241101,472,"20,340",SH,,SOLE,,"18,795",0,"1,545"
STEVEN MADDEN LTD,Common Stock,556269108,"9,185","246,514",SH,,SOLE,,"198,912",0,"47,602"
STEWART INFORMATION SERVICES C,Common Stock,860372101,"7,298","140,263",SH,,SOLE,,"80,816",0,"59,447"
STIFEL FINANCIAL CORP,Common Stock,860630102,"18,222","284,451",SH,,SOLE,,"233,389",0,"51,062"
STITCH FIX INC-CLASS A,Common Stock,860897107,"3,027","61,104",SH,,SOLE,,"57,406",0,"3,698"
STMICROELECTRONICS N V NY REGISTRY,NY Reg Shrs,861012102,"39,673","1,035,037",SH,,SOLE,,"925,184",0,"109,853"
STOCK YARDS BANCORP INC,Common Stock,861025104,"1,764","34,545",SH,,SOLE,,"34,026",0,519
STOKE THERAPEUTICS INC,Common Stock,86150R107,416,"10,708",SH,,SOLE,,"4,692",0,"6,016"
STONECO LTD-A,Common Stock,G85158106,"22,504","367,597",SH,,SOLE,,"347,691",0,"19,906"
STONERIDGE INC,Common Stock,86183P102,301,"9,475",SH,,SOLE,,"9,339",0,136
StoneX Group Inc,Common Stock,861896108,"2,317","35,437",SH,,SOLE,,"33,163",0,"2,274"
STORA ENSO CORP SPON ADR REP R,ADR,86210M106,"18,413","985,186",SH,,SOLE,,"865,611",0,"119,576"
STORE CAP CORP COM,REIT,862121100,"12,507","373,340",SH,,SOLE,,"336,729",0,"36,611"
STRATEGIC EDUCATION INC,Common Stock,86272C103,"2,750","29,924",SH,,SOLE,,"25,732",0,"4,192"
STRAUMANN HOLDING AG-UNS ADR,ADR,86317T103,"11,211","178,367",SH,,SOLE,,"167,663",0,"10,704"
STREETTRACKS SER TR SPDR S&P DIVID,ETF,78464A763,"1,608","13,622",SH,,SOLE,,"13,373",0,249
STRIDE INC,Common Stock,86333M108,"1,472","48,897",SH,,SOLE,,"7,120",0,"41,777"
STRONGBRIDGE BIOPHARMA PLC,Common Stock,G85347105,170,"61,570",SH,,SOLE,,"49,938",0,"11,632"
STRYKER CORP,Common Stock,863667101,"259,335","1,064,680",SH,,SOLE,,"888,477",0,"176,203"
STURM RUGER & CO INC,Common Stock,864159108,"2,322","35,149",SH,,SOLE,,"32,374",0,"2,775"
SUBARU CORP,ADR,86428V104,"15,769","1,576,872",SH,,SOLE,,"1,446,976",0,"129,896"
SUBSEA 7 S A SPONSORED ADR,ADR,864323100,502,"49,945",SH,,SOLE,,"49,840",0,105
SUEZ-SPONSORED ADR,ADR,864691209,"23,412","2,209,736",SH,,SOLE,,"1,972,292",0,"237,444"
SUMCO CORPORATION ADR,ADR,86558P109,542,"11,533",SH,,SOLE,,"11,501",0,32
SUMITOMO CHEM CO LTD ADR,ADR,865612105,"14,600","559,616",SH,,SOLE,,"486,086",0,"73,530"
SUMITOMO CORP SPONSORED ADR,ADR,865613103,"21,606","1,494,192",SH,,SOLE,,"1,337,170",0,"157,022"
SUMITOMO ELEC INDS LTD ADR,ADR,865617203,321,"20,856",SH,,SOLE,,"8,557",0,"12,299"
SUMITOMO METAL MNG CO ADR,ADR,86563T104,"1,780","164,538",SH,,SOLE,,"153,546",0,"10,992"
SUMITOMO MITSUI FINL SPONSORED ADR,ADR,86562M209,"74,430","10,266,218",SH,,SOLE,,"8,456,896",0,"1,809,322"
SUMITOMO MITSUI TR SPONSORED ADR,ADR,86562X106,"28,304","7,928,426",SH,,SOLE,,"7,058,812",0,"869,614"
SUMMIT HOTEL PPTYS INC COM,REIT,866082100,"10,657","1,048,901",SH,,SOLE,,"963,782",0,"85,119"
SUMMIT MATERIALS INC - CL A,Common Stock,86614U100,"4,885","174,329",SH,,SOLE,,"147,210",0,"27,119"
SUMO LOGIC INC,Common Stock,86646P103,346,"18,321",SH,,SOLE,,"15,730",0,"2,591"
SUN ART RETAIL GRP LTD ADR,ADR,866633100,193,"21,063",SH,,SOLE,,"21,063",0,0
SUN COMMUNITIES INC REIT,REIT,866674104,"26,784","178,514",SH,,SOLE,,"165,563",0,"12,951"
SUN HUNG KAI PPTYS LTD SPONSORED ADR,ADR,86676H302,"55,967","3,679,599",SH,,SOLE,,"3,381,544",0,"298,055"
SUN LIFE FINANCIAL INC,Common Stock,866796105,"18,713","370,197",SH,,SOLE,,"352,586",0,"17,611"
SUNCOKE ENERGY INC,Common Stock,86722A103,"1,621","231,205",SH,,SOLE,,"214,920",0,"16,285"
SUNCOR ENERGY INC,Common Stock,867224107,"16,942","810,603",SH,,SOLE,,"766,340",0,"44,263"
SUNCORP GROUP LTD-SPON ADR,ADR,86723Y308,364,"46,608",SH,,SOLE,,"10,726",0,"35,882"
SUNNOVA ENERGY INTERNATIONAL,Common Stock,86745K104,"2,361","57,848",SH,,SOLE,,"55,413",0,"2,435"
SUNNY OPTICAL TECH-UNSP ADR,ADR,86745T105,"3,857","16,730",SH,,SOLE,,"15,085",0,"1,645"
SUNPOWER CORP,Common Stock,867652406,"2,036","60,872",SH,,SOLE,,"58,815",0,"2,057"
